Input Set;Dimensionality;Family;Fitting Strategy;Container Splitting Strategy;Object Ordering;Container Size;Average Fulfillent;Quality;Execution Time [ms];Containers Used;Total Object Amount
3k.3Dset;ThreeDimensional;GuillotineCut;WorstLongSideFit;ShorterAxisSplitRule;ByVolume;60x60x60;0,208339587394412;4,79985591075823;180;57;3000
3k.3Dset;ThreeDimensional;GuillotineCut;WorstLongSideFit;ShorterLeftoverAxisSplitRule;ByVolume;60x60x60;0,32095558058058;3,11569594207113;162;37;3000
5k.3Dset;ThreeDimensional;Shelf;NextFit;None;ByVolume;60x60x60;0,447817760942761;2,23305122578159;17;44;5000
5k.3Dset;ThreeDimensional;Shelf;FirstFit;None;ByVolume;60x60x60;0,635612305854241;1,57328609089158;151;31;5000
5k.3Dset;ThreeDimensional;GuillotineCut;BestVolumeFit;MinVolumeSplitRule;ByVolume;60x60x60;0,635612305854241;1,57328609089158;193;31;5000
5k.3Dset;ThreeDimensional;GuillotineCut;BestVolumeFit;MaxVolumeSplitRule;ByVolume;60x60x60;0,679447637292465;1,47178376244696;188;29;5000
5k.3Dset;ThreeDimensional;GuillotineCut;BestVolumeFit;LongerAxisSplitRule;ByVolume;60x60x60;0,615749421296296;1,62403725511388;215;32;5000
5k.3Dset;ThreeDimensional;GuillotineCut;BestVolumeFit;LongerLeftoverAxisSplitRule;ByVolume;60x60x60;0,656799382716049;1,52253492666927;195;30;5000
5k.3Dset;ThreeDimensional;GuillotineCut;BestVolumeFit;ShorterAxisSplitRule;ByVolume;60x60x60;0,635612305854241;1,57328609089158;193;31;5000
5k.3Dset;ThreeDimensional;GuillotineCut;BestVolumeFit;ShorterLeftoverAxisSplitRule;ByVolume;60x60x60;0,635612305854241;1,57328609089158;192;31;5000
5k.3Dset;ThreeDimensional;GuillotineCut;WorstVolumeFit;MinVolumeSplitRule;ByVolume;60x60x60;0,458232127476313;2,18230006155928;377;43;5000
5k.3Dset;ThreeDimensional;GuillotineCut;WorstVolumeFit;MaxVolumeSplitRule;ByVolume;60x60x60;0,53254004004004;1,87779307622543;330;37;5000
5k.3Dset;ThreeDimensional;GuillotineCut;WorstVolumeFit;LongerAxisSplitRule;ByVolume;60x60x60;0,289764433551198;3,45107916711701;449;68;5000
5k.3Dset;ThreeDimensional;GuillotineCut;WorstVolumeFit;LongerLeftoverAxisSplitRule;ByVolume;60x60x60;0,328399691358025;3,04506985333853;410;60;5000
5k.3Dset;ThreeDimensional;GuillotineCut;WorstVolumeFit;ShorterAxisSplitRule;ByVolume;60x60x60;0,16841009813232;5,93788621401014;539;117;5000
5k.3Dset;ThreeDimensional;GuillotineCut;WorstVolumeFit;ShorterLeftoverAxisSplitRule;ByVolume;60x60x60;0,185886617749825;5,37962340756474;534;106;5000
5k.3Dset;ThreeDimensional;GuillotineCut;BestShortSideFit;MinVolumeSplitRule;ByVolume;60x60x60;0,679447637292465;1,47178376244696;173;29;5000
5k.3Dset;ThreeDimensional;GuillotineCut;BestShortSideFit;MaxVolumeSplitRule;ByVolume;60x60x60;0,729777091906722;1,37028143400234;185;27;5000
5k.3Dset;ThreeDimensional;GuillotineCut;BestShortSideFit;LongerAxisSplitRule;ByVolume;60x60x60;0,703713624338624;1,42103259822465;213;28;5000
5k.3Dset;ThreeDimensional;GuillotineCut;BestShortSideFit;LongerLeftoverAxisSplitRule;ByVolume;60x60x60;0,729777091906722;1,37028143400234;185;27;5000
5k.3Dset;ThreeDimensional;GuillotineCut;BestShortSideFit;ShorterAxisSplitRule;ByVolume;60x60x60;0,679447637292465;1,47178376244696;177;29;5000
5k.3Dset;ThreeDimensional;GuillotineCut;BestShortSideFit;ShorterLeftoverAxisSplitRule;ByVolume;60x60x60;0,679447637292465;1,47178376244696;173;29;5000
5k.3Dset;ThreeDimensional;GuillotineCut;WorstShortSideFit;MinVolumeSplitRule;ByVolume;60x60x60;0,13048994358597;7,66342579756864;988;151;5000
